Book,Chapter,Verse,Original_User_Text,Authoritative_Text,Replaced
Genesis,5,30,ויחי למך אחרי הולידו את נח חמש ותשעים שנה וחמש מאת שנה ויולד בנים ובנות,ויחי למך אחרי הולידו את נח חמש ותשעים שנה וחמש מאת שנה ויולד בנים ובנות,NO
Genesis,5,31,ויהי כל ימי למך שבע ושבעים שנה ושבע מאות שנה וימת,ויהי כל ימי למך שבע ושבעים שנה ושבע מאות שנה וימת,NO
Genesis,5,32,ויהי נח בן חמש מאות שנה ויולד את שם את חם ואת יפת,ויהי נח בן חמש מאות שנה ויולד את שם את חם ואת יפת,NO
Genesis,6,1,ויהי כי החל האדם לרב על פני האדמה ובנות ילדו להם,ויהי כי החל האדם לרב על פני האדמה ובנות ילדו להם,NO
Genesis,6,2,ויראו בני האלהים את בנות האדם כי טבת הנה ויקחו להם נשים מכל אשר בחרו,ויראו בני האלהים את בנות האדם כי טבת הנה ויקחו להם נשים מכל אשר בחרו,NO
Genesis,6,3,ויאמר יהוה לא ידון רוחי באדם לעלם בשגם הוא בשר והיו ימיו מאה ועשרים שנה,ויאמר יהוה לא ידון רוחי באדם לעלם בשגם הוא בשר והיו ימיו מאה ועשרים שנה,NO
Genesis,6,4,הנפלים היו בארץ בימים ההם וגם אחרי כן אשר יבאו בני האלהים אל בנות האדם וילדו להם המה הגברים אשר מעולם אנשי השם,הנפלים היו בארץ בימים ההם וגם אחרי כן אשר יבאו בני האלהים אל בנות האדם וילדו להם המה הגברים אשר מעולם אנשי השם,NO
Genesis,6,5,וירא יהוה כי רבה רעת האדם בארץ וכל יצר מחשבת לבו רק רע כל היום,וירא יהוה כי רבה רעת האדם בארץ וכל יצר מחשבת לבו רק רע כל היום,NO
Genesis,6,6,וינחם יהוה כי עשה את האדם בארץ ויתעצב אל לבו,וינחם יהוה כי עשה את האדם בארץ ויתעצב אל לבו,NO
Genesis,6,7,ויאמר יהוה אמחה את האדם אשר בראתי מעל פני האדמה מאדם עד בהמה עד רמש ועד עוף השמים כי נחמתי כי עשיתם,ויאמר יהוה אמחה את האדם אשר בראתי מעל פני האדמה מאדם עד בהמה עד רמש ועד עוף השמים כי נחמתי כי עשיתם,NO
Genesis,6,8,ונח מצא חן בעיני יהוה,ונח מצא חן בעיני יהוה,NO
Genesis,6,9,אלה תולדת נח נח איש צדיק תמים היה בדרתיו את האלהים התהלך נח,אלה תולדת נח נח איש צדיק תמים היה בדרתיו את האלהים התהלך נח,NO
Genesis,6,10,ויולד נח שלשה בנים את שם את חם ואת יפת,ויולד נח שלשה בנים את שם את חם ואת יפת,NO
Genesis,6,11,ותשחת הארץ לפני האלהים ותמלא הארץ חמס,ותשחת הארץ לפני האלהים ותמלא הארץ חמס,NO
Genesis,6,12,וירא אלהים את הארץ והנה נשחתה כי השחית כל בשר את דרכו על הארץ,וירא אלהים את הארץ והנה נשחתה כי השחית כל בשר את דרכו על הארץ,NO
Genesis,6,13,ויאמר אלהים לנח קץ כל בשר בא לפני כי מלאה הארץ חמס מפניהם והנני משחיתם את הארץ,ויאמר אלהים לנח קץ כל בשר בא לפני כי מלאה הארץ חמס מפניהם והנני משחיתם את הארץ,NO
Genesis,6,14,עשה לך תבת עצי גפר קנים תעשה את התבה וכפרת אתה מבית ומחוץ בכפר,עשה לך תבת עצי גפר קנים תעשה את התבה וכפרת אתה מבית ומחוץ בכפר,NO
Genesis,6,15,וזה אשר תעשה אתה שלש מאות אמה ארך התבה חמשים אמה רחבה ושלשים אמה קומתה,וזה אשר תעשה אתה שלש מאות אמה ארך התבה חמשים אמה רחבה ושלשים אמה קומתה,NO
Genesis,6,16,צהר תעשה לתבה ואל אמה תכלנה מלמעלה ופתח התבה בצדה תשים תחתים שנים ושלשים תעשה,צהר תעשה לתבה ואל אמה תכלנה מלמעלה ופתח התבה בצדה תשים תחתים שנים ושלשים תעשה,NO
Genesis,6,17,ואני הנני מביא את המבול מים על הארץ לשחת כל בשר אשר בו רוח חיים מתחת השמים כל אשר בארץ יגוע,ואני הנני מביא את המבול מים על הארץ לשחת כל בשר אשר בו רוח חיים מתחת השמים כל אשר בארץ יגוע,NO
Genesis,6,18,והקמתי את בריתי אתך ובאת אל התבה אתה ובניך ואשתך ונשי בניך אתך,והקמתי את בריתי אתך ובאת אל התבה אתה ובניך ואשתך ונשי בניך אתך,NO
Genesis,6,19,ומכל החי מכל בשר שנים מכל תביא אל התבה להחית אתך זכר ונקבה יהיו,ומכל החי מכל בשר שנים מכל תביא אל התבה להחית אתך זכר ונקבה יהיו,NO
Genesis,6,20,מהעוף למינהו ומן הבהמה למינה מכל רמש האדמה למינהו שנים מכל יבאו אליך להחיות,מהעוף למינהו ומן הבהמה למינה מכל רמש האדמה למינהו שנים מכל יבאו אליך להחיות,NO
Genesis,6,21,ואתה קח לך מכל מאכל אשר יאכל ואספת אליך והיה לך ולהם לאכלה,ואתה קח לך מכל מאכל אשר יאכל ואספת אליך והיה לך ולהם לאכלה,NO
Genesis,6,22,ויעש נח ככל אשר צוה אתו אלהים כן עשה,ויעש נח ככל אשר צוה אתו אלהים כן עשה,NO
Genesis,7,1,ויאמר יהוה לנח בא אתה וכל ביתך אל התבה כי אתך ראיתי צדיק לפני בדור הזה,ויאמר יהוה לנח בא אתה וכל ביתך אל התבה כי אתך ראיתי צדיק לפני בדור הזה,NO
Genesis,7,2,מכל הבהמה הטהורה תקח לך שבעה שבעה איש ואשתו ומן הבהמה אשר לא טהרה הוא שנים איש ואשתו,מכל הבהמה הטהורה תקח לך שבעה שבעה איש ואשתו ומן הבהמה אשר לא טהרה הוא שנים איש ואשתו,NO
Genesis,7,3,גם מעוף השמים שבעה שבעה זכר ונקבה לחיות זרע על פני כל הארץ,גם מעוף השמים שבעה שבעה זכר ונקבה לחיות זרע על פני כל הארץ,NO
Genesis,7,4,כי לימים עוד שבעה אנכי ממטיר על הארץ ארבעים יום וארבעים לילה ומחיתי את כל היקום אשר עשיתי מעל פני האדמה,כי לימים עוד שבעה אנכי ממטיר על הארץ ארבעים יום וארבעים לילה ומחיתי את כל היקום אשר עשיתי מעל פני האדמה,NO
Genesis,7,5,ויעש נח ככל אשר צוהו יהוה,ויעש נח ככל אשר צוהו יהוה,NO
Genesis,7,6,ונח בן שש מאות שנה והמבול היה מים על הארץ,ונח בן שש מאות שנה והמבול היה מים על הארץ,NO
Genesis,7,7,ויבא נח ובניו ואשתו ונשי בניו אתו אל התבה מפני מי המבול,ויבא נח ובניו ואשתו ונשי בניו אתו אל התבה מפני מי המבול,NO
Genesis,7,8,מן הבהמה הטהורה ומן הבהמה אשר איננה טהרה ומן העוף וכל אשר רמש על האדמה,מן הבהמה הטהורה ומן הבהמה אשר איננה טהרה ומן העוף וכל אשר רמש על האדמה,NO
Genesis,7,9,שנים שנים באו אל נח אל התבה זכר ונקבה כאשר צוה אלהים את נח,שנים שנים באו אל נח אל התבה זכר ונקבה כאשר צוה אלהים את נח,NO
Genesis,7,10,ויהי לשבעת הימים ומי המבול היו על הארץ,ויהי לשבעת הימים ומי המבול היו על הארץ,NO
Genesis,7,11,בשנת שש מאות שנה לחיי נח בחדש השני בשבעה עשר יום לחדש ביום הזה נבקעו כל מעינת תהום רבה וארבת השמים נפתחו,בשנת שש מאות שנה לחיי נח בחודש השני בשבעה ועשרים יום לחודש,YES
Genesis,7,12,ויהי הגשם על הארץ ארבעים יום וארבעים לילה,ויהי הגשם על הארץ ארבעים יום וארבעים לילה,NO
Genesis,7,13,בעצם היום הזה בא נח ושם וחם ויפת בני נח ואשת נח ושלשת נשי בניו אתם אל התבה,בעצם היום הזה בא נח ושם וחם ויפת בני נח ואשת נח ושלשת נשי בניו אתם אל התבה,NO
Genesis,7,14,המה וכל החיה למינה וכל הבהמה למינה וכל הרמש הרמש על הארץ למינהו וכל העוף למינהו כל צפור כל כנף,המה וכל החיה למינה וכל הבהמה למינה וכל הרמש הרמש על הארץ למינהו וכל העוף למינהו כל צפור כל כנף,NO
Genesis,7,15,ויבאו אל נח אל התבה שנים שנים מכל הבשר אשר בו רוח חיים,ויבאו אל נח אל התבה שנים שנים מכל הבשר אשר בו רוח חיים,NO
Genesis,7,16,והבאים זכר ונקבה מכל בשר באו כאשר צוה אתו אלהים ויסגר יהוה בעדו,והבאים זכר ונקבה מכל בשר באו כאשר צוה אתו אלהים ויסגר יהוה בעדו,NO
Genesis,7,17,ויהי המבול ארבעים יום על הארץ וירבו המים וישאו את התבה ותרם מעל הארץ,ויהי המבול ארבעים יום על הארץ וירבו המים וישאו את התבה ותרם מעל הארץ,NO
Genesis,7,18,ויגברו המים וירבו מאד על הארץ ותלך התבה על פני המים,ויגברו המים וירבו מאד על הארץ ותלך התבה על פני המים,NO
Genesis,7,19,והמים גברו מאד מאד על הארץ ויכסו כל ההרים הגבהים אשר תחת כל השמים,והמים גברו מאד מאד על הארץ ויכסו כל ההרים הגבהים אשר תחת כל השמים,NO
Genesis,7,20,חמש עשרה אמה מלמעלה גברו המים ויכסו ההרים,חמש עשרה אמה מלמעלה גברו המים ויכסו ההרים,NO
Genesis,7,21,ויגוע כל בשר הרמש על הארץ בעוף ובבהמה ובחיה ובכל השרץ השרץ על הארץ וכל האדם,ויגוע כל בשר הרמש על הארץ בעוף ובבהמה ובחיה ובכל השרץ השרץ על הארץ וכל האדם,NO
Genesis,7,22,כל אשר נשמת רוח חיים באפיו מכל אשר בחרבה מתו,כל אשר נשמת רוח חיים באפיו מכל אשר בחרבה מתו,NO
Genesis,7,23,וימח את כל היקום אשר על פני האדמה מאדם עד בהמה עד רמש ועד עוף השמים וימחו מן הארץ וישאר אך נח ואשר אתו בתבה,וימח את כל היקום אשר על פני האדמה מאדם עד בהמה עד רמש ועד עוף השמים וימחו מן הארץ וישאר אך נח ואשר אתו בתבה,NO
Genesis,7,24,ויגברו המים על הארץ חמשים ומאת יום,ויגברו המים על הארץ מאה וחמשים יום,YES
Genesis,8,1,ויזכר אלהים את נח ואת כל החיה ואת כל הבהמה אשר אתו בתבה ויעבר אלהים רוח על הארץ וישכו המים,ויזכר אלהים את נח ואת כל החיה ואת כל הבהמה אשר אתו בתבה ויעבר אלהים רוח על הארץ וישכו המים,NO
Genesis,8,2,ויסכרו מעינת תהום וארבת השמים ויכלא הגשם מן השמים,ויסכרו מעינת תהום וארבת השמים ויכלא הגשם מן השמים,NO
